Розташування в каталозі,Категорія останнього рівня (для використання в параметрах),БТК_id,"Тариф ""Базовий"", %","Тариф ""Промо"", %",,
Товари для дому / Текстиль / Текстиль для кухні,Кухонний рушник,100885,12,10,,
Товари для дому / Текстиль / Текстиль для кухні,Набір кухонна прихватка і рукавиця,100886,12,10,,
Товари для дому / Текстиль / Текстиль для кухні,Підставки для посуду,101023,12,10,,
Товари для дому / Текстиль / Текстиль для кухні,Скатертини та серветки,101149,12,10,,
Товари для дому / Текстиль / Текстиль для кухні,Текстильні мішечки для зберігання,109406,12,10,,
Товари для дому / Текстиль / Текстиль для кухні,Фартух,100890,12,10,,
Товари для дому / Текстиль / Текстиль для спальні та вітальні,Аксесуари для штор,109404,12,10,,
Товари для дому / Текстиль / Текстиль для спальні та вітальні,Ковдри,100876,12,10,,
Товари для дому / Текстиль / Текстиль для спальні та вітальні,Комплект постільної білизни,100875,12,10,,
Товари для дому / Текстиль / Текстиль для спальні та вітальні,Матраци,109352,12,10,,
Товари для дому / Текстиль / Текстиль для спальні та вітальні,Наволочки,102015,12,10,,
Товари для дому / Текстиль / Текстиль для спальні та вітальні,Наматрацники та підматрацники,109402,12,10,,
Товари для дому / Текстиль / Текстиль для спальні та вітальні,Підковдра,104100,12,10,,
Товари для дому / Текстиль / Текстиль для спальні та вітальні,Плед,100877,12,10,,
Товари для дому / Текстиль / Текстиль для спальні та вітальні,Подушка,100879,12,10,,
Товари для дому / Текстиль / Текстиль для спальні та вітальні,Подушка для сидіння,100881,12,10,,
Товари для дому / Текстиль / Текстиль для спальні та вітальні,Покривало,100882,12,10,,
Товари для дому / Текстиль / Текстиль для спальні та вітальні,Простирадло,100884,12,10,,
Товари для дому / Текстиль / Текстиль для спальні та вітальні,Рушники,109405,12,10,,
Товари для дому / Текстиль / Текстиль для спальні та вітальні,Футони та топпери,109403,12,13,,
Товари для дому / Текстиль / Текстиль для спальні та вітальні,Штори,105358,12,20,,
Товари для свята та дозвілля,Дитячі адвент-календарі,120903,15,20,,
Товари для свята та дозвілля,Карнавальні костюми,121896,22,20,,
Товари для свята та дозвілля / Новорічні товари,"Серпантин, конфетті, хлопавки",112361,22,20,,
Товари для свята та дозвілля / Новорічні товари / Новорічний декор,Декоративні гілки,112258,22,20,,
Товари для свята та дозвілля / Новорічні товари / Новорічний декор,Новорічний вуличний декор,112352,22,20,,
Товари для свята та дозвілля / Новорічні товари / Новорічний декор,Новорічний декор на стіл,112313,22,20,,
Товари для свята та дозвілля / Новорічні товари / Новорічний декор,Новорічний декор на стіну,112312,22,20,,
Товари для свята та дозвілля / Новорічні товари / Новорічний декор,Новорічні наклейки,112310,22,20,,
Товари для свята та дозвілля / Новорічні товари / Новорічний декор,Новорічні фігурки,112311,22,20,,
Товари для свята та дозвілля / Новорічні товари / Новорічний декор,Світлодіодні гірлянди,112356,22,20,,
Товари для свята та дозвілля / Новорічні товари / Новорічний декор,Штучний сніг,112307,22,20,,
Товари для свята та дозвілля / Новорічні товари / Новорічні вінки та композиції,Новорічні композиції,112358,22,20,,
Товари для свята та дозвілля / Новорічні товари / Новорічні вінки та композиції,Різдвяні вінки,112355,22,20,,
Товари для свята та дозвілля / Новорічні товари / Новорічні вінки та композиції,Хвойні гірлянди,112357,22,20,,
Товари для свята та дозвілля / Новорічні товари / Новорічні іграшки,Верхівки на ялинку,112256,22,20,,
Товари для свята та дозвілля / Новорічні товари / Новорічні іграшки,Дощ на ялинку,112259,22,20,,
Товари для свята та дозвілля / Новорічні товари / Новорічні іграшки,Мішура,112309,22,20,,
Товари для свята та дозвілля / Новорічні товари / Новорічні іграшки,Намиста на ялинку,112255,22,20,,
Товари для свята та дозвілля / Новорічні товари / Новорічні іграшки,Стрічка на ялинку,112308,22,20,,
Товари для свята та дозвілля / Новорічні товари / Новорічні іграшки,Ялинкові іграшки,112260,22,20,,
Товари для свята та дозвілля / Новорічні товари / Новорічні іграшки,Ялинкові кулі,112302,22,20,,
Товари для свята та дозвілля / Новорічні товари / Штучні сосни та ялинки,Підставки та покривала для ялинок,112353,22,20,,
Товари для свята та дозвілля / Новорічні товари / Штучні сосни та ялинки,Штучні сосни,112305,22,20,,
Товари для свята та дозвілля / Новорічні товари / Штучні сосни та ялинки,Штучні ялинки,112304,22,20,,
"Товари для свята та дозвілля / Подарункові коробки, упаковки",Наповнювач для коробок,106804,22,20,,
"Товари для свята та дозвілля / Подарункові коробки, упаковки",Пакувальний папір,112362,22,20,,
"Товари для свята та дозвілля / Подарункові коробки, упаковки",Подарункові коробки,106803,22,20,,
"Товари для свята та дозвілля / Подарункові коробки, упаковки",Подарункові пакети,112360,22,13,,
"Товари для свята та дозвілля / Подарункові коробки, упаковки",Подарункові стрічки,112359,22,13,,
Товари для тварин / Товари для котів,Одяг для котів,120011,15,10,,
Товари для тварин / Товари для собак,Одяг для собак,120010,15,10,,
Товари для тварин / Товари для котів,Ветпрепарати для котів,106102,14,12,,
Товари для тварин / Товари для котів,Вітаміни для котів,115454,14,12,,
Товари для тварин / Товари для котів,Інструменти для грумінгу котів,104019,14,12,,
Товари для тварин / Товари для котів,Ласощі для котів,104033,10,8,,
Товари для тварин / Товари для котів,Наповнювачі для туалетів котів,104035,10,8,,
Товари для тварин / Товари для котів,Переноски для котів,115403,14,12,,
Товари для тварин / Товари для котів / Аксесуари для котів,Іграшки для котів,104012,14,12,,
Товари для тварин / Товари для котів / Аксесуари для котів,Кігтеточки,106057,14,12,,
Товари для тварин / Товари для котів / Аксесуари для котів,Лежанки для котів,106955,14,12,,
Товари для тварин / Товари для котів / Корм для котів,Вологий корм для котів,104010,10,8,,
Товари для тварин / Товари для собак,Ветпрепарати для собак,106103,10,8,,
Товари для тварин / Товари для собак,Вітаміни для собак,104027,10,8,,
Товари для тварин / Товари для собак,Інструменти для грумінгу собак,106110,14,12,,
Товари для тварин / Товари для собак,Ласощі для собак,107061,10,8,,
Товари для тварин / Товари для собак,Нейтралізатори плям і запахів тварин (собак),104305,14,12,,
Товари для тварин / Товари для собак,Пелюшки для собак,104208,14,12,,
Товари для тварин / Товари для собак,Переноски для собак,106109,14,12,,
Товари для тварин / Товари для собак,Шампуні для котів,104303,14,12,,
Товари для тварин / Товари для собак,Шампуні для собак,104302,14,12,,
Товари для тварин / Товари для собак / Аксесуари для собак,Іграшки для собак,104026,14,12,,
Товари для тварин / Товари для собак / Аксесуари для собак,Лежанки для собак,106954,14,12,,
Товари для тварин / Товари для собак / Аксесуари для собак,Намордник для собак,110853,14,12,,
Товари для тварин / Товари для собак / Аксесуари для собак,Нашийники для собак,106052,14,12,,
Товари для тварин / Товари для собак / Аксесуари для собак,Повідець для собак,108202,14,12,,
Товари для тварин / Товари для собак / Аксесуари для собак,Туалет для собак,109752,14,12,,
Товари для тварин / Товари для собак / Аксесуари для собак,Шлейки для собак,108205,14,12,,
Товари для тварин / Товари для собак / Корм для собак,Вологий корм для собак,104016,10,8,,
"Техніка та гаджети / Техніка для краси та здоров'я / Прилади для педикюру, манікюру",Витяжки для манікюру,103902,12,10,,
"Техніка та гаджети / Техніка для краси та здоров'я / Прилади для педикюру, манікюру",Фрези,103705,12,10,,
"Техніка та гаджети / Техніка для краси та здоров'я / Прилади для педикюру, манікюру",Устаткування для стерилізації,103703,12,10,,
Техніка та гаджети / Техніка для краси та здоров'я / Косметологічні прилади,Гаджети для догляду за обличчям,102254,12,10,,
Техніка та гаджети / Техніка для краси та здоров'я / Косметологічні прилади,Щітки для обличчя,104270,12,10,,
Техніка та гаджети / Техніка для краси та здоров'я / Косметологічні прилади,Очищувач пор,104266,12,10,,
Здоров’я / Товари для здоров’я,Небулайзери,105802,12,10,,
Здоров’я / Товари для здоров’я,Тонометр,105935,12,10,,
Здоров’я / Товари для здоров’я,Глюкометри,105653,12,10,,
Здоров’я / Товари для здоров’я,Термометри,101403,12,10,,
Техніка та гаджети / Техніка для дому / Кліматична техніка,Осушувачі повітря,121421,10,8,,
Техніка та гаджети / Техніка для дому / Кліматична техніка,Очищувачі повітря,121453,10,8,,
Техніка та гаджети / Техніка для дому / Техніка для догляду за домом і одягом,Відпарювачі,110856,10,8,,
Техніка та гаджети / Техніка для дому / Техніка для догляду за домом і одягом,Пароочисники,122456,10,8,,
Техніка та гаджети / Техніка для кухні / Техніка для приготування напоїв,Кавомолки,104068,12,10,,
Техніка та гаджети / Техніка для кухні / Техніка для приготування напоїв,Електричні кавоварки,121557,10,8,,
Техніка та гаджети / Техніка для кухні / Техніка для приготування напоїв,Електрочайники,121458,10,8,,
Техніка та гаджети / Техніка для кухні / Техніка для приготування напоїв,Кавомашини,122003,10,8,,
Техніка та гаджети / Техніка для кухні / Техніка для приготування їжі,Мультиварки,121555,10,8,,
Техніка та гаджети / Техніка для кухні / Техніка для приготування їжі,Мультипічки,121553,10,8,,
Техніка та гаджети / Техніка для кухні / Техніка для приготування їжі,Аерогрилі,110861,10,8,,
Техніка та гаджети / Техніка для кухні / Техніка для приготування їжі,Грилі електричні,121552,10,8,,
Техніка та гаджети / Техніка для кухні / Техніка для приготування їжі,Блендери,121456,10,8,,
Техніка та гаджети / Техніка для кухні / Техніка для приготування їжі,Морозивниці,121556,10,8,,
Техніка та гаджети / Техніка для кухні / Техніка для приготування їжі,Млинниці,122405,10,8,,
"Дача, сад, город / Рослини і догляд за ними",Фітолампи для рослин,122478,12,10,,
Техніка та гаджети / Техніка для дому / Кліматична техніка,Термометри та гігрометри,122665,10,8,,
Техніка та гаджети / Техніка для дому / Техніка для догляду за домом і одягом,Акумуляторні пилососи,122267,10,8,,
Техніка та гаджети / Техніка для дому / Техніка для догляду за домом і одягом,Пилососи для сухого прибирання,122671,10,8,,
Техніка та гаджети / Техніка для дому / Техніка для догляду за домом і одягом,Миючі пилососи,122672,10,8,,
Техніка та гаджети / Техніка для дому / Техніка для догляду за домом і одягом,Робот для вікон,122211,10,8,,
Техніка та гаджети / Техніка для дому / Техніка для догляду за домом і одягом,Роботи-пилососи,122263,10,8,,
Техніка та гаджети / Техніка для дому / Техніка для догляду за домом і одягом,Праски,122673,10,8,,
Техніка та гаджети / Техніка для дому / Техніка для догляду за домом і одягом,Прасувальні системи,122674,10,8,,
Техніка та гаджети / Техніка для дому / Техніка для догляду за домом і одягом,Праски-парогенератори,122675,10,8,,
Техніка та гаджети / Техніка для дому / Обігрівачі,Тепловентилятори,122667,10,8,,
Техніка та гаджети / Техніка для дому / Обігрівачі,Інфрачервоні обігрівачі,122668,10,8,,
Товари для дітей / Дитяча кімната,Генератори білого шуму,122726,12,10,,
Техніка та гаджети / Техніка для краси та здоров'я,Холодильники для косметики,122727,12,10,,
Товари для дітей / Дитяче харчування / Аксесуари для годування,Підігрівач для пляшечок,101705,12,10,,
Техніка та гаджети / Комп'ютерні комплектуючі,Акумулятори та аксесуари для ДБЖ,122712,12,10,,
Техніка та гаджети / Повербанки та зарядні станції,Аксесуари для УМБ та зарядних станцій,122713,12,10,,
Техніка та гаджети / Аксесуари для мобільних телефонів і смартфонів,Чохли для мобільних телефонів,122715,17,15,,
Техніка та гаджети / Аксесуари для мобільних телефонів і смартфонів,Органайзери для кабелю,122724,12,10,,
Техніка та гаджети / Аксесуари для мобільних телефонів і смартфонів,Смарт-брелоки,122725,12,10,,
Техніка та гаджети / Техніка для геймерів,Ігрові консолі та дитячі приставки,122677,10,8,,
Техніка та гаджети / Техніка для геймерів,Відеоігри,122678,10,8,,
Техніка та гаджети / Смарт-пристрої та аксесуари / Носимі гаджети,3D і VR окуляри,121605,12,10,,
Техніка та гаджети / Смарт-пристрої та аксесуари / Носимі гаджети,Смарт-годинники,122706,12,10,,
Техніка та гаджети / Смарт-пристрої та аксесуари / Носимі гаджети,Фітнес-браслети,122708,12,10,,
Техніка та гаджети / Смарт-пристрої та аксесуари / Носимі гаджети,Аксесуари до смарт-годинників і трекерів,122709,12,10,,
Техніка та гаджети / Смарт-пристрої та аксесуари / Носимі гаджети,Аксесуари для окулярів віртуальної реальності,122710,12,10,,
Техніка та гаджети / Смарт-пристрої та аксесуари / Носимі гаджети,Смарт-кільця,122711,12,10,,
Техніка та гаджети / Аксесуари для мобільних телефонів і смартфонів,Зарядні пристрої,122716,12,10,,
Техніка та гаджети / Аксесуари для мобільних телефонів і смартфонів,Bluetooth-гарнітури,122717,12,10,,
Техніка та гаджети / Аксесуари для мобільних телефонів і смартфонів,Кабелі та адаптери,122718,12,10,,
Техніка та гаджети / Аксесуари для мобільних телефонів і смартфонів,Стилуси і аксесуари,122723,12,10,,
